rowname	logFC	AveExpr	t	P.Value	adj.P.Val	B	z.std	Gene.name	Tax	KEGG.ID	KEGGFUN	KEGGPATH	COG.ID	COGFUN	COGPATH	PFAM	direction
458	bd17_expression_307_48769-49848	-0.213826432542138	7.45874169308061	-0.96434252761756	0.344501310997457	0.804390634056164	-5.65425702505847	-0.945308674697927										ns
459	bd17_expression_30_17053-19668	0.32923594362345	7.6698260653431	0.960514025072582	0.345812795949379	0.804390634056164	-5.66594887389968	0.942742173859583		k_Bacteria;p_Pseudomonadota								ns
460	bd17_expression_131_3750-5867	0.32923594362345	7.6698260653431	0.960514025072582	0.345812795949379	0.804390634056164	-5.66594887389968	0.942742173859583									PF00593 [TonB dependent receptor]	ns
461	bd17_expression_310_21215-22483	0.383496037686336	7.82236585747086	0.963514666592399	0.347147598778433	0.805743884366428	-5.6501520902873	0.940136401979154	B, nrdB, nrdF	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;f_Cellvibrionaceae	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	Metabolism; Nucleotide metabolism; Purine metabolism | Metabolism; Nucleotide metabolism; Pyrimidine metabolism | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0208	Ribonucleotide reductase, beta subunit	Nucleotide transport and metabolism	PF00268 [Ribonucleotide reductase, small chain]	ns
462	bd17_expression_18_8463-10097	-0.382102346221527	7.80564093660217	-0.954740011358226	0.348669431782087	0.806725255254458	-5.67019809306012	-0.937173280153902	pyrG, CTPS	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K01937	CTP synthase [EC:6.3.4.2]	Metabolism; Nucleotide metabolism; Pyrimidine metabolism	COG0504	CTP synthase (UTP-ammonia lyase)	Nucleotide transport and metabolism	PF00117 [Glutamine amidotransferase class-I];PF06418 [CTP synthase N-terminus]	ns
463	bd17_expression_32_23561-24148	0.516965043290995	8.78280445048664	0.963218219744217	0.349562931355283	0.806725255254458	-5.60235765300262	0.935437397896234	rpoE	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K03088	RNA polymerase sigma-70 factor, ECF subfamily	Brite Hierarchies; Protein families: genetic information processing; Transcription machinery	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog	Transcription	PF04542 [Sigma-70 region 2 ];PF04545 [Sigma-70, region 4];PF08281 [Sigma-70, region 4]	ns
464	bd17_expression_110_16527-17324	-0.362912019024161	7.75365221059776	-0.951662992305575	0.350198228001222	0.806725255254458	-5.67408087484295	-0.934204862429087	K07140	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K07140	uncharacterized protein	Not Included in Pathway or Brite; Poorly characterized; Function unknown	COG3217	Uncharacterized Fe-S protein	General function prediction only	PF03473 [MOSC domain];PF03476 [MOSC N-terminal beta barrel domain]	ns
465	bd17_expression_220_1763-2479	-0.287005508392106	7.64776120956264	-0.95062612544998	0.350714401864564	0.806725255254458	-5.67409270750683	-0.933204480417223										ns
466	bd17_expression_51_16893-18443	-0.274101797705964	7.58634873499232	-0.98343719179374	0.351340157895867	0.806725255254458	-5.64059854520032	-0.931992971232996	coxA, ctaD	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K02274	cytochrome c oxidase subunit I [EC:1.9.3.1]	Metabolism; Energy metabolism; Oxidative phosphorylation	COG0843	Heme/copper-type cytochrome/quinol oxidases, subunit 1	Energy production and conversion	PF00115 [Cytochrome C and Quinol oxidase polypeptide I]	ns
467	bd17_expression_159_12268-13128	0.399698547935935	7.77971749456777	0.956387936935551	0.352768426364877	0.80746440158462	-5.64129605731955	0.929232850452456		k_Bacteria								ns
468	bd17_expression_287_2705-3739	0.325235160019028	7.67579172594666	0.9457047218811	0.353171345739815	0.80746440158462	-5.67946735966136	0.928455490437844	ABC.FEV.P	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K02015	iron complex transport system permease protein	Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0609	ABC-type Fe3+-siderophore transport system, permease component	Inorganic ion transport and metabolism	PF01032 [FecCD transport family]	ns
469	bd17_expression_139_2823-5858	0.513822578761157	8.21178343546461	0.940955376360108	0.355553303230348	0.807522022614226	-5.60449933007858	0.923871346217729	vexF	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K18989	multidrug efflux pump	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0841	Cation/multidrug efflux pump		PF00873 [AcrB/AcrD/AcrF family]	ns
470	bd17_expression_123_76040-77032	0.502021210161997	7.98211537077871	0.944973126881413	0.355961095918326	0.807522022614226	-5.6621748646062	0.92308848310206	miaA, TRIT1	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K00791	tRNA dimethylallyltransferase [EC:2.5.1.75]	Metabolism; Metabolism of terpenoids and polyketides; Zeatin biosynthesis | Brite Hierarchies; Protein families: metabolism; Prenyltransferases | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis	COG0324	tRNA delta(2)-isopentenylpyrophosphate transferase	Translation, ribosomal structure and biogenesis	PF01715 [IPP transferase]	ns
471	bd17_expression_49_7117-8637	-0.657506298085419	8.32135354828556	-0.940468672555101	0.356139040659142	0.807522022614226	-5.60502189254691	-0.922747049574268	K07487	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K07487	transposase	Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair	COG3666	Transposase and inactivated derivatives	DNA replication, recombination and repair	PF01609 [Transposase DDE domain];PF05598 [Transposase domain (DUF772)];PF13751 [Transposase DDE domain]	ns
472	bd17_expression_248_3470-6520	-0.298075705584109	7.65749415526049	-0.944055173059399	0.356723701008515	0.807522022614226	-5.67791056888478	-0.921625982310282	acrB, mexB, adeJ, smeE, mtrD, cmeB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K18138	multidrug efflux pump	Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance | Human Diseases; Drug resistance: Antimicrobial; Cationic antimicrobial peptide (CAMP) resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0841	Cation/multidrug efflux pump		PF00873 [AcrB/AcrD/AcrF family]	ns
473	bd17_expression_16_2504-3463	0.293771383522166	7.6698260653431	0.938441415169434	0.357307520672783	0.807522022614226	-5.66576289055548	0.920507681636985	dusA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K05539	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis	COG0042	tRNA-dihydrouridine synthase	Translation, ribosomal structure and biogenesis	PF01207 [Dihydrouridine synthase (Dus)]	ns
474	bd17_expression_22_5994-6986	0.439317245282725	7.90297529338605	0.940592114520166	0.357724709083311	0.807522022614226	-5.67344898922175	0.919709266166109		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium				COG5345	Uncharacterized protein conserved in bacteria	Function unknown	PF10095 [Uncharacterized protein conserved in bacteria (DUF2333)]	ns
475	bd17_expression_23_31195-32937	0.313870413887691	7.69946591518763	0.934900624220833	0.360805631329711	0.812230754542139	-5.67978472700987	0.913831044232863	kstD	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K05898	3-oxosteroid 1-dehydrogenase [EC:1.3.99.4]	Metabolism; Xenobiotics biodegradation and metabolism; Steroid degradation	COG1053	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	Energy production and conversion	PF00890 [FAD binding domain]	ns
476	bd17_expression_53_5441-6949	-0.3684919706643	7.78722018758006	-0.929527211142021	0.361328821646783	0.812230754542139	-5.69373358126935	-0.912835961685246	ltrA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Oceanospirillales;f_Endozoicomonadaceae;g_Endozoicomonas	K00986	RNA-directed DNA polymerase [EC:2.7.7.49]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	COG3344	Retron-type reverse transcriptase	DNA replication, recombination and repair	PF00078 [Reverse transcriptase (RNA-dependent DNA polymerase)];PF08388 [Group II intron, maturase-specific domain]	ns
477	bd17_expression_82_1425-1739	0.314337346263789	7.73043623505788	0.923068921187167	0.364620106712184	0.812639022502467	-5.69871827380524	0.906596701469544		k_Bacteria								ns
478	bd17_expression_173_46686-49463	-0.34898481781742	7.74391926489991	-0.920915567086442	0.365721902665275	0.812639022502467	-5.70187152811612	-0.904515908557183	rfbC	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K20444	O-antigen biosynthesis protein [EC:2.4.1.-]	Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0438;COG1216			PF00535 [Glycosyl transferase family 2];PF13641 [Glycosyltransferase like family 2];PF13692 [Glycosyl transferases group 1]	ns
479	bd17_expression_71_8655-9953	-0.386174179350728	7.7857441145504	-0.924472614734041	0.365816338828917	0.812639022502467	-5.69694428807664	-0.904337743682469	guaD	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Vibrionales;f_Vibrionaceae;g_Vibrio	K01487	guanine deaminase [EC:3.5.4.3]	Metabolism; Nucleotide metabolism; Purine metabolism	COG0402	Cytosine deaminase and related metal-dependent hydrolases	General function prediction only|Nucleotide transport and metabolism	PF01979 [Amidohydrolase family]	ns
480	bd17_expression_32_29426-31177	0.315389641737051	7.69099259135896	0.918839167326529	0.366786406976858	0.812639022502467	-5.70351745241392	0.902509255613101	L, ilvB, ilvG, ilvI	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Carbohydrate metabolism; C5-Branched dibasic acid metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine biosynthesis | Metabolism; Metabolism of cofactors and vitamins; Pantothenate and CoA biosynthesis	COG0028	Thiamine pyrophosphate-requiring enzymes [acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase]	Coenzyme metabolism|Amino acid transport and metabolism	PF00205 [Thiamine pyrophosphate enzyme, central domain];PF02775 [Thiamine pyrophosphate enzyme, C-terminal TPP binding domain];PF02776 [Thiamine pyrophosphate enzyme, N-terminal TPP binding domain]	ns
481	bd17_expression_27_19365-20525	-0.359343477358677	7.76303634139174	-0.915699664367486	0.368620329250814	0.812639022502467	-5.7053624583915	-0.899060700874479		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales				COG0477	Permeases of the major facilitator superfamily	General function prediction only|Inorganic ion transport and metabolism|Amino acid transport and metabolism|Carbohydrate transport and metabolism	PF07690 [Major Facilitator Superfamily]	ns
482	bd17_expression_71_9956-11188	-0.369374096084891	7.71370036451762	-0.921943232836637	0.369109540886489	0.812639022502467	-5.68321952780269	-0.89814258004713		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Alteromonadales;f_Pseudoalteromonadaceae				COG3748	Predicted membrane protein	Function unknown	PF06181 [Urate oxidase N-terminal]	ns
483	bd17_expression_73_18033-18899	0.288601667493105	7.63632762924464	0.91651190389271	0.370432766415069	0.812639022502467	-5.69449874476557	0.895663020215077	htpX	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K03799	heat shock protein HtpX [EC:3.4.24.-]	Brite Hierarchies; Protein families: metabolism; Peptidases	COG0501	Zn-dependent protease with chaperone function	Posttranslational modification, protein turnover, chaperones	PF01435 [Peptidase family M48]	ns
484	bd17_expression_193_30167-31963	-0.343735951133226	7.73845134518546	-0.909241867644757	0.371733200773678	0.812639022502467	-5.71215214239257	-0.893231521814946		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales								ns
485	bd17_expression_12_22663-24216	-0.357718561321496	7.72749643157166	-0.912803309558573	0.372030458100069	0.812639022502467	-5.70533049055721	-0.892676463625384	glcD	k_Bacteria	K00104	glycolate oxidase [EC:1.1.3.15]	Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism	COG0277	FAD/FMN-containing dehydrogenases	Energy production and conversion	PF01565 [FAD binding domain ]	ns
486	bd17_expression_109_29653-31506	0.332397441993469	7.77150966522041	0.910356637019709	0.372990282443059	0.812639022502467	-5.70414674542839	0.890886091810102										ns
487	bd17_expression_23_10508-11305	-0.341309128134865	7.80500810131888	-0.908891128560866	0.373422014216138	0.812639022502467	-5.70847115882964	-0.890081707907562		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales				ENOG41127SK		Function unknown		ns
488	bd17_expression_270_10360-12225	-0.347312995384022	7.73845134518546	-0.904875767887547	0.374212274816732	0.812639022502467	-5.71534184647902	-0.888610818516618		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales				ENOG410XNPI	secreted protein	Function unknown	PF07044 [Protein of unknown function (DUF1329)];PF17131 [Outer membrane lipoprotein-sorting protein]	ns
489	bd17_expression_92_5698-7716	0.335190338886699	7.76908060799489	0.903915797000213	0.374497282543934	0.812639022502467	-5.7166390449656	0.888080813330123	rep	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K03656	ATP-dependent DNA helicase Rep [EC:3.6.4.12]	Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0210	Superfamily I DNA and RNA helicases	DNA replication, recombination and repair	PF00580 [UvrD/REP helicase N-terminal domain];PF13245 [AAA domain];PF13361 [UvrD-like helicase C-terminal domain]	ns
490	bd17_expression_109_19881-20807	-0.365164137140614	7.75365221059776	-0.905303418262187	0.375764081689912	0.812639022502467	-5.71292264493374	-0.885728064157435	ilvE	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	Metabolism; Amino acid metabolism; Cysteine and methionine metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine biosynthesis | Metabolism; Metabolism of cofactors and vitamins; Pantothenate and CoA biosynthesis | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	Coenzyme metabolism|Amino acid transport and metabolism	PF01063 [Amino-transferase class IV]	ns
491	bd17_expression_112_2975-3769	-0.365164137140614	7.75365221059776	-0.905303418262187	0.375764081689912	0.812639022502467	-5.71292264493374	-0.885728064157435	fabG	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	Metabolism; Lipid metabolism; Fatty acid biosynthesis | Metabolism; Metabolism of cofactors and vitamins; Biotin metabolism | Metabolism; Biosynthesis of other secondary metabolites; Prodigiosin biosynthesis | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins	ENOG410YCVW	short chain dehydrogenase	Lipid transport and metabolism	PF00106 [short chain dehydrogenase];PF08659 [KR domain];PF13561 [Enoyl-(Acyl carrier protein) reductase]	ns
492	bd17_expression_295_197-2035	-0.365164137140614	7.75365221059776	-0.905303418262187	0.375764081689912	0.812639022502467	-5.71292264493374	-0.885728064157435		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;f_Spongiibacteraceae;g_Sinobacterium				ENOG410XP3U	Protein of unknown function (DUF1446)	Function unknown	PF07287 [Acyclic terpene utilisation family protein AtuA]	ns
493	bd17_expression_101_6266-7435	0.30712688784361	7.71042082880144	0.904741198779077	0.376150248331083	0.812639022502467	-5.70693713701859	0.885011834891014	IVD, ivd	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K00253	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation	ENOG410XPPX	acyl-Coa dehydrogenase	Lipid transport and metabolism	PF00441 [Acyl-CoA dehydrogenase, C-terminal domain];PF02770 [Acyl-CoA dehydrogenase, middle domain];PF02771 [Acyl-CoA dehydrogenase, N-terminal domain]	ns
494	bd17_expression_112_12581-13822	-0.320322414605428	7.76655810287709	-0.899902939605285	0.376588716472591	0.812639022502467	-5.7166968494673	-0.884199151213225		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales							PF04610 [TrbL/VirB6 plasmid conjugal transfer protein]	ns
495	bd17_expression_16_75903-77546	0.312664968611605	7.69536601477983	0.898374952150655	0.377387081519639	0.812639022502467	-5.72134147431064	0.882720910236192	ALDH	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K00128	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Lipid metabolism; Glycerolipid metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Arginine and proline metabolism | Metabolism; Amino acid metabolism; Histidine metabolism | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism | Metabolism; Metabolism of terpenoids and polyketides; Insect hormone biosynthesis | Metabolism; Metabolism of terpenoids and polyketides; Limonene and pinene degradation | Metabolism; Xenobiotics biodegradation and metabolism; Chloroalkane and chloroalkene degradation	COG1012	NAD-dependent aldehyde dehydrogenases	Energy production and conversion	PF00171 [Aldehyde dehydrogenase family]	ns
496	bd17_expression_23_28783-29316	-0.336893291927505	7.6698260653431	-0.904961057172697	0.378146264192694	0.812639022502467	-5.69638188788255	-0.881317005800627		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria				ENOG410ZW3X		Function unknown		ns
497	bd17_expression_196_6734-7924	-0.352000855238604	7.7215307709681	-0.900919709466139	0.378198155852201	0.812639022502467	-5.71566559416521	-0.881221109538645	nagA, AMDHD2	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K01443	N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]	Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism	COG1820	N-acetylglucosamine-6-phosphate deacetylase	Carbohydrate transport and metabolism	PF01979 [Amidohydrolase family]	ns
498	bd17_expression_93_780-2867	-0.34099576975807	7.69099259135896	-0.905391750418472	0.378218909538532	0.812639022502467	-5.69888779849224	-0.881182758804825		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales				ENOG410ZVWM		Inorganic ion transport and metabolism		ns
499	bd17_expression_286_2827-3216	-0.544011999854414	12.0611828819709	-0.895907303498282	0.379659839098049	0.813563764854038	-5.71937721777803	-0.878523225930903										ns
500	bd17_expression_92_4133-5635	0.305122930602283	7.71370036451762	0.895785941106562	0.380789906095382	0.813563764854038	-5.71485086373282	0.876441793984853	comM	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K07391	magnesium chelatase family protein	Not Included in Pathway or Brite; Unclassified: genetic information processing; Protein processing	COG0606	Predicted ATPase with chaperone activity	Posttranslational modification, protein turnover, chaperones	PF00493 [MCM2/3/5 family];PF01078 [Magnesium chelatase, subunit ChlI];PF07728 [AAA domain (dynein-related subfamily)];PF13335 [Magnesium chelatase, subunit ChlI C-terminal];PF13541 [Subunit ChlI of Mg-chelatase]	ns
501	bd17_expression_239_13796-14446	-0.287005508392339	7.64776120956264	-0.889084237656425	0.382265199541014	0.813563764854038	-5.72820925657811	-0.8737302015075	rpoE	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K03088	RNA polymerase sigma-70 factor, ECF subfamily	Brite Hierarchies; Protein families: genetic information processing; Transcription machinery	ENOG4111RKW	rna polymerase	Transcription	PF04542 [Sigma-70 region 2 ]	ns
502	bd17_expression_123_59143-60123	0.310145262535689	7.69946591518763	0.888731890654787	0.382451003478113	0.813563764854038	-5.72962375822345	0.873389148939752	birA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K03524	BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	Metabolism; Metabolism of cofactors and vitamins; Biotin metabolism | Brite Hierarchies; Protein families: genetic information processing; Transcription factors	COG0340;COG1654			PF03099 [Biotin/lipoate A/B protein ligase family];PF08279 [HTH domain]	ns
503	bd17_expression_167_3861-5426	0.310145262535689	7.69946591518763	0.888731890654787	0.382451003478113	0.813563764854038	-5.72962375822345	0.873389148939752	TC.KEF	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K03455	monovalent cation:H+ antiporter-2, CPA2 family	Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Transport	COG1226;COG4651			PF00999 [Sodium/hydrogen exchanger family];PF02254 [TrkA-N domain]	ns
504	bd17_expression_19_7831-8934	0.305608672801367	7.70696860819993	0.8807683083029	0.386666095845269	0.820898259036583	-5.73642548502103	0.865679225071762	pheA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K14170	chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	Metabolism; Amino acid metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis	COG0077;COG1605			PF00800 [Prephenate dehydratase];PF01817 [Chorismate mutase type II]	ns
505	bd17_expression_26_23685-24383	-0.373753417547075	7.94062227755576	-0.881558848006382	0.38760488470127	0.821261834911601	-5.73461064650495	-0.863969064789152		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales							PF04402 [Protein of unknown function (DUF541)]	ns
506	bd17_expression_50_6470-11413	0.359295283191709	7.87908662464951	0.876255427204836	0.389068031690187	0.822732794285573	-5.73468434685278	0.86130872475406		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales							PF05593 [RHS Repeat]	ns
507	bd17_expression_50_1456-6441	0.445368961889908	8.33183556739718	0.868856611342357	0.393026748043143	0.827191112040769	-5.67141577758821	0.854141218428713		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales							PF05593 [RHS Repeat]	ns
508	bd17_expression_159_21965-24763	-0.338139811595549	7.76655810287709	-0.865118268804517	0.395036740107405	0.827191112040769	-5.74973741371229	-0.850518750733182		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales				ENOG410XNN9	tonB-dependent Receptor	Inorganic ion transport and metabolism	PF00593 [TonB dependent receptor];PF07715 [TonB-dependent Receptor Plug Domain];PF13715 [CarboxypepD_reg-like domain];PF14905 [Outer membrane protein beta-barrel family]	ns
509	bd17_expression_39_17538-19589	0.324804917087753	7.78246457883422	0.865036972356334	0.395080523762607	0.827191112040769	-5.74982985388787	0.850439966766994		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales				ENOG410ZVWM		Inorganic ion transport and metabolism		ns
510	bd17_expression_244_27654-29669	-0.346705514453846	7.73845134518546	-0.868013441737218	0.395421617657197	0.827191112040769	-5.74461874185749	-0.849826385723443	recG	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K03655	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	Genetic Information Processing; Replication and repair; Homologous recombination | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG1200	RecG-like helicase	Transcription|DNA replication, recombination and repair	PF00270 [DEAD/DEAH box helicase];PF00271 [Helicase conserved C-terminal domain];PF04851 [Type III restriction enzyme, res subunit];PF17191 [RecG wedge domain];PF19833 []	ns
511	bd17_expression_158_780-1775	0.306413304126763	7.60282919314617	0.869133598400262	0.395591978960257	0.827191112040769	-5.73291975232973	0.849520048927895	FBXO45		K10319	F-box protein 45	Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system	ENOG410XQC1	splA ryanodine receptor domain and SOCS box containing	Posttranslational modification, protein turnover, chaperones		ns
512	bd17_expression_102_12497-13102	0.296259109571467	7.69099259135896	0.863674421542739	0.395814812490536	0.827191112040769	-5.75062097485081	0.849119478990314	K15976	k_Bacteria	K15976	putative NAD(P)H nitroreductase [EC:1.-.-.-]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	COG0778	Nitroreductase	Energy production and conversion	PF00881 [Nitroreductase family]	ns
513	bd17_expression_152_9586-11709	0.302967518349232	7.87908662464951	0.857143819362772	0.39934631703099	0.832913578346589	-5.71250378393506	0.842789257541294	spoT	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]	Metabolism; Nucleotide metabolism; Purine metabolism | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis	COG0317	Guanosine polyphosphate pyrophosphohydrolases/synthetases	Transcription|Signal transduction mechanisms	PF02824 [TGS domain];PF04607 [Region found in RelA / SpoT proteins];PF13291 [ACT domain];PF13328 [HD domain];PF19296 []	ns
514	bd17_expression_170_2-3823	0.301589248406945	7.71370036451762	0.855736645433994	0.400109887168361	0.832913578346589	-5.75732216727344	0.841424996001033		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales							PF05593 [RHS Repeat]	ns
515	bd17_expression_309_3162-4088	0.304535070695029	7.60879485374973	0.858465933087454	0.401278546900546	0.833214962238958	-5.74200435757358	0.839339992908475										ns
