rowname	logFC	AveExpr	t	P.Value	adj.P.Val	z.std	Gene name	KEGG ID	KEGGFUN	KEGGPATH	COG ID	COGFUN	COGPATH	PFAM	superkingdom	phylum	class	order	family	genus	species	direction
1757	PlaceSamplesHere_213714_9247-10059	0.35753335280983	6.14895738896543	0.767394651592412	0.452278510029116	0.740326121140432	0.751621832555357	ABC.PE.P1	K02034	peptide/nickel transport system permease protein	Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1173	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	Inorganic ion transport and metabolism|Amino acid transport and metabolism	PF00528 [Binding-protein-dependent transport system inner membrane component]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1758	PlaceSamplesHere_77995_2744-3910	-0.423802228689529	6.31669695775676	-0.766525730481014	0.452782931023754	0.74071669848169	-0.750783549906619	uctC	K18702	CoA:oxalate CoA-transferase [EC:2.8.3.19]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	COG1804	Predicted acyl-CoA transferases/carnitine dehydratase	Energy production and conversion	PF02515 [CoA-transferase family III]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1759	PlaceSamplesHere_498693_133-339	0.598873862421642	4.46720161782032	0.774463129834142	0.453217020406872	0.74071669848169	0.750062571482501									Bacteria	Bacillota	Bacilli	Unclassified Bacilli	Unclassified Bacilli	Unclassified Bacilli	Unclassified Bacilli	ns
1760	PlaceSamplesHere_442368_1553-2875	-0.236781142658095	6.51386700167125	-0.779658945831843	0.453289773757919	0.74071669848169	-0.749941773697428					ENOG410XS1S	integral membrane protein	Function unknown	PF06738 [Putative threonine/serine exporter];PF12821 [Threonine/Serine exporter, ThrE]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1761	PlaceSamplesHere_219265_9684-10337	-0.414615439522998	5.86638780450614	-0.764338112622111	0.454054393360087	0.740832273605504	-0.748672880152506	metI	K02072	D-methionine transport system permease protein	Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG2011	ABC-type metal ion transport system, permease component	Inorganic ion transport and metabolism	PF00528 [Binding-protein-dependent transport system inner membrane component]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1762	PlaceSamplesHere_125690_20386-21789	-0.403961162449594	5.55167952344031	-0.79217232721983	0.454373786819069	0.740832273605504	-0.748143200490934					ENOG4111Z68	Htaa domain protein	Function unknown	PF04213 [Htaa]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1763	PlaceSamplesHere_402073_85-1578	-0.292998118382333	6.61969778546065	-0.781235755640534	0.454406418914323	0.740832273605504	-0.748089095493306					ENOG411211R		Function unknown	PF19877 []	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1764	PlaceSamplesHere_155588_17829-18485	-0.432330856873733	4.44066891440882	-0.773087207362446	0.454473346636941	0.740832273605504	-0.747978134162718	pdxT, pdx2	K08681	5'-phosphate synthase pdxT subunit [EC:4.3.3.6]	Metabolism; Metabolism of cofactors and vitamins; Vitamin B6 metabolism	COG0311	Predicted glutamine amidotransferase involved in pyridoxine biosynthesis	Coenzyme metabolism	PF01174 [SNO glutamine amidotransferase family]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1765	PlaceSamplesHere_604634_14288-15502	-0.238173125461663	6.36819480850547	-0.776397071354912	0.454648457202265	0.740832273605504	-0.747687857050782	mgtE	K06213	magnesium transporter	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG2239	Mg/Co/Ni transporter MgtE (contains CBS domain)	Inorganic ion transport and metabolism	PF03448 [MgtE intracellular N domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
1766	PlaceSamplesHere_110558_227-781	0.362940879995993	6.66315822164568	0.777258050921724	0.455280632288736	0.741442298110082	0.746640437449769					ENOG4111RU3		Function unknown		Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
1767	PlaceSamplesHere_230968_5355-6107	-0.279395253281565	5.95295567579887	-0.776550533289988	0.456021705896368	0.742228877282374	-0.745413631227309	GLPF	K02440	glycerol uptake facilitator protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0580	Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family)	Carbohydrate transport and metabolism	PF00230 [Major intrinsic protein]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1768	PlaceSamplesHere_200349_23112-23783	-0.302175786937701	5.59633580788668	-0.770780250627988	0.457267991734623	0.743647278472986	-0.743352999724738	pnuC	K03811	nicotinamide mononucleotide transporter	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG3201	Nicotinamide mononucleotide transporter	Coenzyme metabolism	PF04973 [Nicotinamide mononucleotide transporter]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1769	PlaceSamplesHere_555643_1417-2202	-0.386366194132945	6.03133059826034	-0.758771707482986	0.457585954711388	0.743647278472986	-0.742827779331036	yfiH	K05810	polyphenol oxidase [EC:1.10.3.-]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	COG1496	Uncharacterized conserved protein	Function unknown	PF02578 [Multi-copper polyphenol oxidoreductase laccase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1770	PlaceSamplesHere_515430_32-340	0.602833901453437	4.03320616900157	0.769608817314877	0.457668874442693	0.743647278472986	0.742690843819319	hupB	K03530	DNA-binding protein HU-beta	Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0776	Bacterial nucleoid DNA-binding protein	DNA replication, recombination and repair	PF00216 [Bacterial DNA-binding protein]	Bacteria	Pseudomonadota	Unclassified Pseudomonadota	Unclassified Pseudomonadota	Unclassified Pseudomonadota	Unclassified Pseudomonadota	Unclassified Pseudomonadota	ns
1771	PlaceSamplesHere_213588_6112-7386	0.28331520799572	6.52074243011028	0.757215291457448	0.458896978550044	0.744961875848289	0.740664352540404	gltD	K00266	glutamate synthase (NADPH) small chain [EC:1.4.1.13]	Metabolism; Energy metabolism; Nitrogen metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism	ENOG4111HFC	Flavin containing amine oxidoreductase	Function unknown	PF01593 [Flavin containing amine oxidoreductase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	ns
1772	PlaceSamplesHere_593054_2-226	-0.590551078197113	7.37718448666733	-0.757415230913405	0.458995981920434	0.744961875848289	-0.740501119864642									Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	ns
1773	PlaceSamplesHere_604646_5070-5402	-0.374428078210935	5.0227522643978	-0.754454896592218	0.459825656233945	0.745074654372312	-0.739133961586432					COG3856	Uncharacterized conserved protein (small basic protein)	Function unknown	PF06947 [Protein of unknown function (DUF1290)]	Bacteria	Actinomycetota	Actinomycetes	Unclassified Actinomycetes	Unclassified Actinomycetes	Unclassified Actinomycetes	Unclassified Actinomycetes	ns
1774	PlaceSamplesHere_216502_6652-7182	-0.446431921024459	5.72811363042837	-0.754438850723815	0.459835062104685	0.745074654372312	-0.739118470277148									Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
1775	PlaceSamplesHere_580863_2-106	0.577077456900253	6.0684070145856	0.753793086458415	0.460213696945302	0.745074654372312	0.738495012327817									Bacteria	Actinomycetota	Actinomycetes	Unclassified Actinomycetes	Unclassified Actinomycetes	Unclassified Actinomycetes	Unclassified Actinomycetes	ns
1776	PlaceSamplesHere_244471_13842-14078	-0.479725865647745	5.16368119879391	-0.753606280527411	0.460323263128417	0.745074654372312	-0.738314654829841									Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1777	PlaceSamplesHere_592043_11562-12329	0.420900565854896	5.50107529549734	0.754197193427148	0.460360800006814	0.745074654372312	0.738252870690686		K01814;K01817			COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	Amino acid transport and metabolism	PF00977 [Histidine biosynthesis protein]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1778	PlaceSamplesHere_245868_2635-4245	-0.180080159825414	6.86771219429757	-0.76550760765813	0.460677344212132	0.745167627645721	-0.737731964138657					ENOG410XNT6		Function unknown		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
1779	PlaceSamplesHere_353470_14772-16520	-0.567143774163626	5.93893915972025	-0.752263313454305	0.461111409713846	0.745450485855548	-0.737017989287824					COG2251	Predicted nuclease (RecB family)	General function prediction only	PF13482 [RNase_H superfamily]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1780	PlaceSamplesHere_445040_2337-3548	-0.350144117345163	6.65200006424976	-0.753132597700904	0.461420846310021	0.745531659543608	-0.736509240231508	iolG	K00010	myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	Metabolism; Carbohydrate metabolism; Inositol phosphate metabolism | Metabolism; Biosynthesis of other secondary metabolites; Streptomycin biosynthesis	COG0673	Predicted dehydrogenases and related proteins	General function prediction only	PF01408 [Oxidoreductase family, NAD-binding Rossmann fold];PF02894 [Oxidoreductase family, C-terminal alpha/beta domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
1781	PlaceSamplesHere_470242_3-206	0.575456957294691	4.84935343260983	0.750961025936686	0.461876460405493	0.745848792883885	0.735760505461841									Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp.	ns
1782	PlaceSamplesHere_532090_11103-12167	-0.466287289514125	5.24478943685175	-0.750208052094822	0.462319156723412	0.746144722074373	-0.735033394044585					ENOG410ZHY0	Cutinase	Function unknown	PF01083 [Cutinase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1783	PlaceSamplesHere_610453_3522-5114	-0.348494583002608	6.70339952922458	-0.793577115590742	0.462763431852771	0.746269253379813	-0.734304079968476	imuB	K14161	protein ImuB	Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0389	Nucleotidyltransferase/DNA polymerase involved in DNA repair	DNA replication, recombination and repair		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1784	PlaceSamplesHere_260048_17971-20304	-0.344324922055823	7.57477299380048	-0.760834691213446	0.462915280956045	0.746269253379813	-0.734054896760594	norB	K04561	nitric oxide reductase subunit B [EC:1.7.2.5]	Metabolism; Energy metabolism; Nitrogen metabolism	COG3256	Nitric oxide reductase large subunit	Inorganic ion transport and metabolism	PF00115 [Cytochrome C and Quinol oxidase polypeptide I]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	ns
1785	PlaceSamplesHere_579107_2-1069	-0.377872706138356	6.16771552248105	-0.760006789334561	0.463956374127452	0.747056436453028	-0.732347696478263	DLST, sucB	K00658	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Amino acid metabolism; Lysine degradation	COG0508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes	Energy production and conversion	PF00198 [2-oxoacid dehydrogenases acyltransferase (catalytic domain)];PF02817 [e3 binding domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	ns
1786	PlaceSamplesHere_610453_11851-12417	-0.258769569321398	5.81285163745765	-0.757484357786027	0.464162291611925	0.747056436453028	-0.732010282729313					ENOG410Y8RV	Protein of unknown function (DUF3618)	Function unknown		Bacteria	Actinomycetota	Actinomycetes	Unclassified Actinomycetes	Unclassified Actinomycetes	Unclassified Actinomycetes	Unclassified Actinomycetes	ns
1787	PlaceSamplesHere_429149_21820-24546	-0.328190005751792	7.53949591198151	-0.748187998211083	0.464182841426134	0.747056436453028	-0.73197661464091					COG4724	Endo-beta-N-acetylglucosaminidase D	Carbohydrate transport and metabolism	PF03644 [Glycosyl hydrolase family 85 ]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1788	PlaceSamplesHere_220891_557-787	-0.554754580871281	7.81114630279572	-0.746255650999466	0.464647086112702	0.747385357751751	-0.731216233519839									Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
1789	PlaceSamplesHere_213588_25869-27893	-0.414324863388187	7.14003299756483	-0.743894956418257	0.466040869836689	0.749208240162279	-0.728935905866812					COG0531	Amino acid transporters	Amino acid transport and metabolism	PF13520 [Amino acid permease]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
1790	PlaceSamplesHere_52737_1255-2637	-0.295091481533678	6.84309667648565	-0.755402014410872	0.468989037752893	0.75324379285134	-0.724124934717606	ndh	K03885	NADH dehydrogenase [EC:1.6.99.3]	Metabolism; Energy metabolism; Oxidative phosphorylation	COG1252	NADH dehydrogenase, FAD-containing subunit	Energy production and conversion	PF00070 [Pyridine nucleotide-disulphide oxidoreductase];PF07992 [Pyridine nucleotide-disulphide oxidoreductase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
1791	PlaceSamplesHere_374790_26065-27333	-0.247058769458577	6.49697548631584	-0.759577046766565	0.469074976702625	0.75324379285134	-0.723984946775795	ABC.FEV.S	K02016	iron complex transport system substrate-binding protein	Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	ENOG410XRC7	periplasmic binding protein	Inorganic ion transport and metabolism	PF01497 [Periplasmic binding protein]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1792	PlaceSamplesHere_609353_9601-10533	-0.389182627993884	6.04209714231232	-0.737732902528435	0.46991725162008	0.754175231952763	-0.722613695680575					ENOG4111ZUH		Function unknown		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1793	PlaceSamplesHere_610890_292-750	-0.508492628156613	5.20146669566242	-0.749916651431658	0.47089042930571	0.755315602165769	-0.72103102050598					ENOG410YIYS		Function unknown	PF00078 [Reverse transcriptase (RNA-dependent DNA polymerase)]	Bacteria	Bacteroidota	Flavobacteriia	Unclassified Flavobacteriia	Unclassified Flavobacteriia	Unclassified Flavobacteriia	Unclassified Flavobacteriia	ns
1794	PlaceSamplesHere_426109_23819-25105	-0.380256683807117	5.41165966035008	-0.750880251766518	0.471930369069731	0.755968184694523	-0.719341764123091	purA, ADSS	K01939	adenylosuccinate synthase [EC:6.3.4.4]	Metabolism; Nucleotide metabolism; Purine metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism	COG0104	Adenylosuccinate synthase	Nucleotide transport and metabolism	PF00709 [Adenylosuccinate synthetase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1795	PlaceSamplesHere_596287_13740-14651	-0.307938466827355	5.5921776372226	-0.735208348741487	0.472062476573387	0.755968184694523	-0.719127318429622	hepA	K03580	ATP-dependent helicase HepA [EC:3.6.4.-]	Brite Hierarchies; Protein families: genetic information processing; Transcription machinery	COG0553	Superfamily II DNA/RNA helicases, SNF2 family	DNA replication, recombination and repair|Transcription	PF00176 [SNF2 family N-terminal domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1796	PlaceSamplesHere_400730_1-291	-0.479243699145247	8.60065645044741	-0.73370504615117	0.47208583439199	0.755968184694523	-0.719089405904227					COG0326	Molecular chaperone, HSP90 family	Posttranslational modification, protein turnover, chaperones		Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
1797	PlaceSamplesHere_594645_146-415	-0.419384663913092	9.61487074141017	-0.734351111910404	0.47260225181975	0.75637399901703	-0.718251462660184	REV3L, POLZ	K02350	DNA polymerase zeta [EC:2.7.7.7]	Genetic Information Processing; Replication and repair; Fanconi anemia pathway | Human Diseases; Drug resistance: Antineoplastic; Platinum drug resistance | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	ENOG410Y3WU		Function unknown		Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
1798	PlaceSamplesHere_203632_515-1741	-0.441327786157382	5.17269912152832	-0.731587848564463	0.473347655645173	0.756787354164639	-0.71704285265444					ENOG410ZS87		Function unknown		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1799	PlaceSamplesHere_563985_1837-2520	-0.539702939258018	4.0439308469815	-0.742965627538199	0.473386804639146	0.756787354164639	-0.716979404788653	thiD	K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	Metabolism; Metabolism of cofactors and vitamins; Thiamine metabolism	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	Coenzyme metabolism	PF08543 [Phosphomethylpyrimidine kinase]	Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
1800	PlaceSamplesHere_260049_50-985	-0.483523208205052	4.8100801092857	-0.742231339244281	0.473978169212459	0.757311785919463	-0.716021344730387	ABC.MS.P	K02025	multiple sugar transport system permease protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	ENOG410XTAM	Binding-protein-dependent transport systems inner membrane component	Carbohydrate transport and metabolism	PF00528 [Binding-protein-dependent transport system inner membrane component]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1801	PlaceSamplesHere_365245_20126-20623	0.445350296326995	5.40883009110043	0.730575569887396	0.47445660826505	0.757655305591495	0.715246714163459					ENOG410YJPX		Function unknown		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1802	PlaceSamplesHere_591661_219-380	-0.627305569665915	8.43567324854332	-0.72820739972811	0.475366507940379	0.75849091621821	-0.713774697649708	REV3L, POLZ	K02350	DNA polymerase zeta [EC:2.7.7.7]	Genetic Information Processing; Replication and repair; Fanconi anemia pathway | Human Diseases; Drug resistance: Antineoplastic; Platinum drug resistance | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	ENOG410Y3WU		Function unknown		Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
1803	PlaceSamplesHere_374627_3540-5099	-0.295789217793902	5.8640659919063	-0.735331899620736	0.475507344207731	0.75849091621821	-0.713546993944264									Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1804	PlaceSamplesHere_389120_4468-5301	-0.254613540927375	6.13547997795328	-0.72739110064152	0.475854777578063	0.758505020241633	-0.712985422722756	spoU	K03437	RNA methyltransferase, TrmH family	Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis	COG0566	rRNA methylases	Translation, ribosomal structure and biogenesis	PF00588 [SpoU rRNA Methylase family]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1805	PlaceSamplesHere_442422_19736-20197	0.436781119495224	5.49323166508499	0.726662993338874	0.476290545870464	0.758505020241633	0.712281389735975	hspR	K13640	MerR family transcriptional regulator, heat shock protein HspR	Brite Hierarchies; Protein families: genetic information processing; Transcription factors	COG0789	Predicted transcriptional regulators	Transcription	PF13411 [MerR HTH family regulatory protein]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1806	PlaceSamplesHere_3012_19925-21592	0.36743667376233	6.07746882913607	0.72663484959566	0.476307394491095	0.758505020241633	0.712254175972875	oppA, mppA	K15580	oligopeptide transport system substrate-binding protein	Environmental Information Processing; Membrane transport; ABC transporters | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG4166	ABC-type oligopeptide transport system, periplasmic component	Amino acid transport and metabolism	PF00496 [Bacterial extracellular solute-binding proteins, family 5 Middle]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1807	PlaceSamplesHere_200349_10608-11261	0.39447353920524	5.77636607609288	0.725790154260414	0.476813246630054	0.758862111944802	0.711437372939355	rnhB	K03470	ribonuclease HII [EC:3.1.26.4]	Genetic Information Processing; Replication and repair; DNA replication | Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins	COG0164	Ribonuclease HII	DNA replication, recombination and repair	PF01351 [Ribonuclease HII]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1808	PlaceSamplesHere_203633_9448-10344	0.362435022622931	6.48989487036251	0.725379386683638	0.477059352710779	0.758862111944802	0.711040155311639	ABC.MS.P1	K02026	multiple sugar transport system permease protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0395	ABC-type sugar transport system, permease component	Carbohydrate transport and metabolism	PF00528 [Binding-protein-dependent transport system inner membrane component]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1809	PlaceSamplesHere_591206_148-339	-0.58251713623783	6.23208391370437	-0.724229702834614	0.477748570227568	0.759011375727637	-0.709928347938176	REV3L, POLZ	K02350	DNA polymerase zeta [EC:2.7.7.7]	Genetic Information Processing; Replication and repair; Fanconi anemia pathway | Human Diseases; Drug resistance: Antineoplastic; Platinum drug resistance | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	ENOG410Y3WU		Function unknown		Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
1810	PlaceSamplesHere_125690_13927-15597	-0.262510016384399	6.75315001936206	-0.724223971304774	0.477752007663649	0.759011375727637	-0.70992280505728	ABCC-BAC	K06148	ATP-binding cassette, subfamily C, bacterial	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1132	ABC-type multidrug transport system, ATPase and permease components		PF00005 [ABC transporter]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
1811	PlaceSamplesHere_103032_8168-9193	-0.520399874250886	5.86509049578524	-0.723578914419074	0.478138968412619	0.759011375727637	-0.70929896848539	add, ADA	K01488	adenosine deaminase [EC:3.5.4.4]	Metabolism; Nucleotide metabolism; Purine metabolism | Human Diseases; Immune diseases; Primary immunodeficiency	COG1816	Adenosine deaminase	Nucleotide transport and metabolism	PF00962 [Adenosine/AMP deaminase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
1812	PlaceSamplesHere_543988_2350-4782	-0.400410014188714	7.16034181338053	-0.770880018395652	0.478409862493968	0.759011375727637	-0.708862412350139	uvrD, pcrA	K03657	DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	Genetic Information Processing; Replication and repair; Nucleotide excision repair | Genetic Information Processing; Replication and repair; Mismatch repair | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0210	Superfamily I DNA and RNA helicases	DNA replication, recombination and repair	PF00580 [UvrD/REP helicase N-terminal domain];PF13245 [AAA domain];PF13361 [UvrD-like helicase C-terminal domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	ns
1813	PlaceSamplesHere_96612_8-346	-0.610696835257457	5.47569691029942	-0.723022756723085	0.478472748329001	0.759011375727637	-0.708761088751521									Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium leprae	ns
1814	PlaceSamplesHere_603428_256-363	0.53415735727312	5.00690170614623	0.722438055257018	0.479502967028512	0.759939806095204	0.707102203026831					ENOG4111MEQ	Reverse transcriptase (R-dependent D polymerase)	Function unknown		Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium vaccinii	ns
