rowname	logFC	AveExpr	t	P.Value	adj.P.Val	B	z.std	Gene.name	Tax	KEGG.ID	KEGGFUN	KEGGPATH	COG.ID	COGFUN	COGPATH	PFAM	direction
112	mycoplasma_expression_v2_4_37776-38288	0.888694619776477	6.49787640939979	1.21703361219944	0.252406910961861	0.531857419526778	-5.6465869309304	1.1445227443075	APRT, apt	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]	Metabolism; Nucleotide metabolism; Purine metabolism | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	COG0503	Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins	Nucleotide transport and metabolism	PF00156 [Phosphoribosyl transferase domain]	ns
113	mycoplasma_expression_v2_2_18977-20551	-1.04348949038586	7.09343012860194	-1.20056934866546	0.256982510734604	0.536706836578465	-5.65840450869519	-1.13355201531325	RARS, argS	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K01887	arginyl-tRNA synthetase [EC:6.1.1.19]	Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG0018	Arginyl-tRNA synthetase	Translation, ribosomal structure and biogenesis	PF00750 [tRNA synthetases class I (R)];PF03485 [Arginyl tRNA synthetase N terminal domain];PF05746 [DALR anticodon binding domain]	ns
114	mycoplasma_expression_v2_4_23857-25953	-0.933961167751796	6.04977255205555	-1.1789244342297	0.265105349741955	0.544910988995312	-5.68015224325876	-1.11440530208924		k_Bacteria	K02037;K02038			COG0573;COG0581			PF00528 [Binding-protein-dependent transport system inner membrane component]	ns
115	mycoplasma_expression_v2_4_3002-3373	0.837195249739431	6.95846524335736	1.17858698991685	0.266773706990727	0.544910988995312	-5.6902510400474	1.11052303639007	RP-L14, MRPL14, rplN	k_Bacteria	K02874	large subunit ribosomal protein L14	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0093	Ribosomal protein L14	Translation, ribosomal structure and biogenesis	PF00238 [Ribosomal protein L14p/L23e]	ns
116	mycoplasma_expression_v2_6_20657-22747	0.568342432109753	10.2653772880994	1.17739795760327	0.267837604760408	0.544910988995312	-5.70142629888308	1.10805606250541	fusA, GFM, EFG	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02355	elongation factor G	Brite Hierarchies; Protein families: genetic information processing; Translation factors | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG0480	Translation elongation factors (GTPases)	Translation, ribosomal structure and biogenesis	PF00009 [Elongation factor Tu GTP binding domain];PF00679 [Elongation factor G C-terminus];PF03144 [Elongation factor Tu domain 2];PF03764 [Elongation factor G, domain IV];PF14492 [Elongation Factor G, domain II]	ns
117	mycoplasma_expression_v2_12_7773-11366	-0.635106989683863	9.60472011276574	-1.16512598054108	0.270875349694978	0.546381047247989	-5.69963640510539	-1.10104895866274	rpoB	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K03043	DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	Genetic Information Processing; Transcription; RNA polymerase | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	Transcription	PF00562 [RNA polymerase Rpb2, domain 6];PF04560 [RNA polymerase Rpb2, domain 7];PF04563 [RNA polymerase beta subunit];PF04565 [RNA polymerase Rpb2, domain 3];PF10385 [RNA polymerase beta subunit external 1 domain]	ns
118	mycoplasma_expression_v2_5_9056-10309	0.719598695755656	7.03667059172683	1.15016473185378	0.277372894181026	0.551908116088043	-5.71510741960046	1.08623984272509	pdp	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K00756	pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	Metabolism; Nucleotide metabolism; Pyrimidine metabolism	COG0213	Thymidine phosphorylase	Nucleotide transport and metabolism	PF00591 [Glycosyl transferase family, a/b domain];PF02885 [Glycosyl transferase family, helical bundle domain];PF07831 [Pyrimidine nucleoside phosphorylase C-terminal domain]	ns
119	mycoplasma_expression_v2_4_2111-2668	0.714346206426147	7.90392717878652	1.14491394456871	0.280369942846557	0.551908116088043	-5.73297241291999	1.07948866782619	RP-L5, MRPL5, rplE	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02931	large subunit ribosomal protein L5	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0094	Ribosomal protein L5	Translation, ribosomal structure and biogenesis	PF00281 [Ribosomal protein L5];PF00673 [ribosomal L5P family C-terminus]	ns
120	mycoplasma_expression_v2_38_3-1493	0.793911381670244	6.96449304454977	1.14362118792283	0.280631245468496	0.551908116088043	-5.73446470137695	1.07890238515391										ns
121	mycoplasma_expression_v2_8_17369-18628	0.784312529402771	7.20358164362273	1.12572464204195	0.287192136914262	0.560143341419553	-5.7466007986362	1.0643015039438	obgE, cgtA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K03979	GTPase [EC:3.6.5.-]	Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis	COG0536	Predicted GTPase	General function prediction only	PF01018 [GTP1/OBG];PF01926 [50S ribosome-binding GTPase];PF02421 [Ferrous iron transport protein B];PF09269 [Domain of unknown function (DUF1967)]	ns
122	mycoplasma_expression_v2_9_5983-6564	0.725804022358831	7.31866884476537	1.11467007432353	0.292204688100884	0.565248413047613	-5.76330956324617	1.05329744817043									PF14470 [Bacterial PH domain]	ns
123	mycoplasma_expression_v2_9_7506-8612	0.832752833268621	6.19991402300296	1.09416912658487	0.300204879076927	0.573921769663487	-5.7791793935251	1.0359941342045	ptcA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae;g_Mycoplasma	K13252	putrescine carbamoyltransferase [EC:2.1.3.6]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	COG0078	Ornithine carbamoyltransferase	Amino acid transport and metabolism	PF00185 [Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain];PF02729 [Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain]	ns
124	mycoplasma_expression_v2_6_22758-23228	0.756405935410833	7.5008551488685	1.09190719706916	0.301552116263866	0.573921769663487	-5.78656646292858	1.03311065787348	RP-S7, MRPS7, rpsG	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02992	small subunit ribosomal protein S7	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0049	Ribosomal protein S7	Translation, ribosomal structure and biogenesis	PF00177 [Ribosomal protein S7p/S5e]	ns
125	mycoplasma_expression_v2_40_2-1402	0.65297525710308	8.51338721840054	1.07529537493565	0.308831256403281	0.583073412089395	-5.80781934897968	1.01767747259337									PF11347 [Protein of unknown function (DUF3148)]	ns
126	mycoplasma_expression_v2_4_1924-2109	0.609934792509348	7.42921281423618	1.0379456444449	0.324843846652259	0.608437681031216	-5.84093401858864	0.984552672496029	RP-S14, MRPS14, rpsN	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02954	small subunit ribosomal protein S14	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0199	Ribosomal protein S14	Translation, ribosomal structure and biogenesis	PF00253 [Ribosomal protein S14p/S29e]	ns
127	mycoplasma_expression_v2_33_1-813	0.740441593998192	8.19064094425644	1.02349069396379	0.331524011306087	0.616060367466429	-5.85961700737743	0.971048733374911										ns
128	mycoplasma_expression_v2_7_8500-9792	0.909717001498431	6.27219616418756	1.01244282872075	0.335940249876867	0.619389835710474	-5.86192260120884	0.962217719806391	purB, ADSL	k_Bacteria	K01756	adenylosuccinate lyase [EC:4.3.2.2]	Metabolism; Nucleotide metabolism; Purine metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism	COG0015	Adenylosuccinate lyase	Nucleotide transport and metabolism	PF00206 [Lyase];PF10397 [Adenylosuccinate lyase C-terminus]	ns
129	mycoplasma_expression_v2_20_3256-5946	-0.542016433127829	7.87510666162187	-0.990228538394186	0.345000313577107	0.631163364373622	-5.87846945493697	-0.944331422177024	gyrA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02469	DNA gyrase subunit A [EC:5.99.1.3]	Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0188	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit	DNA replication, recombination and repair	PF00521 [DNA gyrase/topoisomerase IV, subunit A];PF03989 [DNA gyrase C-terminal domain, beta-propeller]	ns
130	mycoplasma_expression_v2_2_34194-36305	-0.889185597668828	7.26302950991293	-0.983243585518656	0.348122102482312	0.631975509121737	-5.88549402005401	-0.938238022301994	uvrD, pcrA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K03657	DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	Genetic Information Processing; Replication and repair; Nucleotide excision repair | Genetic Information Processing; Replication and repair; Mismatch repair | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0210	Superfamily I DNA and RNA helicases	DNA replication, recombination and repair	PF00580 [UvrD/REP helicase N-terminal domain];PF13245 [AAA domain];PF13361 [UvrD-like helicase C-terminal domain]	ns
131	mycoplasma_expression_v2_3_2305-3711	0.741294447013609	6.92797978520451	0.968705834417086	0.356189075766588	0.641684136495532	-5.90634997356708	0.922651063508265	nusA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02600	N utilization substance protein A	Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis	COG0195	Transcription elongation factor	Transcription	PF08529 [NusA N-terminal domain];PF13184 [NusA-like KH domain]	ns
132	mycoplasma_expression_v2_9_10106-11212	-0.635396728721993	7.05021902733816	-0.95013863172124	0.364471942302634	0.649975292951021	-5.91805073231071	-0.906876816309203	aguA	k_Bacteria;n_Terrabacteria group;p_Bacillota	K10536	agmatine deiminase [EC:3.5.3.12]	Metabolism; Amino acid metabolism; Arginine and proline metabolism	COG2957	Peptidylarginine deiminase and related enzymes	Amino acid transport and metabolism	PF04371 [Porphyromonas-type peptidyl-arginine deiminase]	ns
133	mycoplasma_expression_v2_1_7280-9172	0.534620286940596	7.24447691730451	0.947350968299952	0.366299635434262	0.649975292951021	-5.92288677448259	0.903426397058293										ns
134	mycoplasma_expression_v2_1_53994-54554	-0.723720673331431	7.28903949921574	-0.934845965974568	0.371517559564953	0.654314507890514	-5.93037309114652	-0.893634353377986	engB	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K03978	GTP-binding protein	Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins	COG0218	Predicted GTPase	General function prediction only	PF01926 [50S ribosome-binding GTPase];PF02421 [Ferrous iron transport protein B]	ns
135	mycoplasma_expression_v2_2_37123-38454	0.597860160586111	7.49531103921634	0.912635210957768	0.383305126056201	0.665096040719318	-5.95663257130234	0.871822668489309	NARS, asnS	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K01893	asparaginyl-tRNA synthetase [EC:6.1.1.22]	Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis	COG0017	Aspartyl/asparaginyl-tRNA synthetases	Translation, ribosomal structure and biogenesis	PF00152 [tRNA synthetases class II (D, K and N) ]	ns
136	mycoplasma_expression_v2_11_12836-15628	-0.46401797007609	9.99002771778249	-0.910246285774788	0.384222296815044	0.665096040719318	-5.95078010753415	-0.870142934750616										ns
137	mycoplasma_expression_v2_5_12675-15215	0.591539527035351	8.38660056320168	0.907372099946378	0.386159601408828	0.665096040719318	-5.96094905074849	0.866602941278419	secDF	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes	K12257	SecD/SecF fusion protein	Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system	COG0341;COG0342			PF02355 [Protein export membrane protein]	ns
138	mycoplasma_expression_v2_1_28874-31699	0.837186840410189	7.00540538548629	0.902574314105514	0.388912091607059	0.665096040719318	-5.97053807773909	0.861591969557848	uvrA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K03701	excinuclease ABC subunit A	Genetic Information Processing; Replication and repair; Nucleotide excision repair | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0178	Excinuclease ATPase subunit	DNA replication, recombination and repair	PF00005 [ABC transporter];PF02463 [RecF/RecN/SMC N terminal domain];PF17755 [];PF17760 []	ns
139	mycoplasma_expression_v2_7_21442-21909	0.708414072642067	7.71337132523484	0.880677758783276	0.399624907234116	0.672001910269435	-5.98000785538637	0.842291322155244										ns
140	mycoplasma_expression_v2_22_4076-4465	-0.644522194320178	6.84394748733756	-0.868952363884486	0.405106209178271	0.672001910269435	-5.9902513886156	-0.832536456501643	RP-S11, MRPS11, rpsK	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02948	small subunit ribosomal protein S11	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0100	Ribosomal protein S11	Translation, ribosomal structure and biogenesis	PF00411 [Ribosomal protein S11]	ns
141	mycoplasma_expression_v2_5_30440-30988	0.826573055778833	7.39745175760114	0.868940160117491	0.405904249573993	0.672001910269435	-5.99558596227725	0.831122819820897	ATPF1D, atpH	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K02113	F-type H+-transporting ATPase subunit delta	Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Photosynthesis | Brite Hierarchies; Protein families: metabolism; Photosynthesis proteins	COG0712	F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)	Energy production and conversion	PF00213 [ATP synthase delta (OSCP) subunit]	ns
142	mycoplasma_expression_v2_12_6743-7252	0.638277155809814	7.60797079619416	0.868146674149135	0.406555879489478	0.672001910269435	-6.00036345179088	0.829969763083636	RP-L10, MRPL10, rplJ	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes	K02864	large subunit ribosomal protein L10	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0244	Ribosomal protein L10	Translation, ribosomal structure and biogenesis	PF00466 [Ribosomal protein L10]	ns
143	mycoplasma_expression_v2_4_2678-2992	0.664275168971506	7.31491861706869	0.866144363476447	0.407187598171734	0.672001910269435	-5.99559356212494	0.82885299164505	RP-L24, MRPL24, rplX	k_Bacteria	K02895	large subunit ribosomal protein L24	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0198	Ribosomal protein L24	Translation, ribosomal structure and biogenesis	PF00467 [KOW motif];PF17136 [Ribosomal proteins 50S L24/mitochondrial 39S L24]	ns
144	mycoplasma_expression_v2_4_8572-8880	-0.449998058809289	7.27740767982981	-0.856769959253043	0.411590459412888	0.674551030704456	-5.99681605834497	-0.821097981989993	RP-S10, MRPS10, rpsJ	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02946	small subunit ribosomal protein S10	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0051	Ribosomal protein S10	Translation, ribosomal structure and biogenesis	PF00338 [Ribosomal protein S10p/S20e]	ns
145	mycoplasma_expression_v2_3_56168-57529	0.419635971560323	6.95115889713838	0.847135773330814	0.416975774935442	0.678664019894926	-6.00706176619456	0.81167912612821										ns
146	mycoplasma_expression_v2_8_16756-17055	-0.426982848558951	8.86095500288694	-0.83541066366096	0.422949907919265	0.681062978988965	-6.01915147296994	-0.801313965564833	RP-L21, MRPL21, rplU	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K02888	large subunit ribosomal protein L21	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0261	Ribosomal protein L21	Translation, ribosomal structure and biogenesis	PF00829 [Ribosomal prokaryotic L21 protein]	ns
147	mycoplasma_expression_v2_5_43710-44909	-0.776340806815749	11.711633253141	-0.828731908724955	0.426325074988464	0.681062978988965	-6.02238497299063	-0.795495934374089	codB	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K10974	cytosine permease	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1457	Purine-cytosine permease and related proteins	Nucleotide transport and metabolism	PF02133 [Permease for cytosine/purines, uracil, thiamine, allantoin]	ns
148	mycoplasma_expression_v2_3_53115-54380	0.64462906314185	6.40218328158898	0.828667309210387	0.427107291908334	0.681062978988965	-6.02507141694497	0.794151409725526	SARS, serS	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K01875	seryl-tRNA synthetase [EC:6.1.1.11]	Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis	COG0172	Seryl-tRNA synthetase	Translation, ribosomal structure and biogenesis	PF00587 [tRNA synthetase class II core domain (G, H, P, S and T)];PF02403 [Seryl-tRNA synthetase N-terminal domain]	ns
149	mycoplasma_expression_v2_4_6953-7594	0.45826513996164	8.33548264139572	0.815305665120678	0.434421091384876	0.686116321894978	-6.03911820561058	0.781648643081371	RP-L4, MRPL4, rplD	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02926	large subunit ribosomal protein L4	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0088	Ribosomal protein L4	Translation, ribosomal structure and biogenesis	PF00573 [Ribosomal protein L4/L1 family]	ns
150	mycoplasma_expression_v2_4_44871-45263	0.40224759613345	6.77481511658564	0.807038419488454	0.438637980002092	0.686116321894978	-6.04020639550318	0.774495243354183	RP-S9, MRPS9, rpsI	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02996	small subunit ribosomal protein S9	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0103	Ribosomal protein S9	Translation, ribosomal structure and biogenesis	PF00380 [Ribosomal protein S9/S16]	ns
151	mycoplasma_expression_v2_4_45266-45700	0.48176434065951	6.98387537146374	0.806735863775183	0.43899815511077	0.686116321894978	-6.04442612632348	0.7738860916869	RP-L13, MRPL13, rplM	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02871	large subunit ribosomal protein L13	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0102	Ribosomal protein L13	Translation, ribosomal structure and biogenesis	PF00572 [Ribosomal protein L13]	ns
152	mycoplasma_expression_v2_1_58903-60237	0.617536856016531	6.12854444151863	0.780953669087492	0.453297042206396	0.702524576609068	-6.06447880126116	0.749929705954562	dnaB	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes	K02314	replicative DNA helicase [EC:3.6.4.12]	Genetic Information Processing; Replication and repair; DNA replication | Cellular Processes; Cell growth and death; Cell cycle - Caulobacter | Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins	COG0305	Replicative DNA helicase	DNA replication, recombination and repair	PF00772 [DnaB-like helicase N terminal domain];PF03796 [DnaB-like helicase C terminal domain];PF13481 [AAA domain]	ns
153	mycoplasma_expression_v2_14_4788-5936	0.48959098175075	6.74768491440391	0.777038278485151	0.455450255174523	0.702524576609068	-6.06467228075399	0.746359537059456										ns
154	mycoplasma_expression_v2_12_11368-15720	0.433438091457835	8.40537727311686	0.738620220550894	0.477481326707827	0.731724630539268	-6.09674745184608	0.710359346089097	rpoC	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K03046	DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	Genetic Information Processing; Transcription; RNA polymerase | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	Transcription	PF00623 [RNA polymerase Rpb1, domain 2];PF04983 [RNA polymerase Rpb1, domain 3];PF04997 [RNA polymerase Rpb1, domain 1];PF04998 [RNA polymerase Rpb1, domain 5];PF05000 [RNA polymerase Rpb1, domain 4]	ns
155	mycoplasma_expression_v2_22_1948-2499	0.418617110574532	6.27332880595484	0.724484656710549	0.48560227098814	0.73936861905291	-6.10467558224536	0.697320452995744	adk, AK	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes	K00939	adenylate kinase [EC:2.7.4.3]	Metabolism; Nucleotide metabolism; Purine metabolism | Metabolism; Metabolism of cofactors and vitamins; Thiamine metabolism | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	COG0563	Adenylate kinase and related kinases	Nucleotide transport and metabolism	PF00406 [Adenylate kinase];PF13207 [AAA domain]	ns
156	mycoplasma_expression_v2_1_55679-56170	0.566907387552415	6.47577717178161	0.718657858945877	0.489124105064445	0.739956979456467	-6.11269894273455	0.691702614016078	ssb	k_Bacteria	K03111	single-strand DNA-binding protein	Genetic Information Processing; Replication and repair; DNA replication | Genetic Information Processing; Replication and repair; Mismatch repair | Genetic Information Processing; Replication and repair; Homologous recombination | Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG0629	Single-stranded DNA-binding protein	DNA replication, recombination and repair	PF00436 [Single-strand binding protein family]	ns
157	mycoplasma_expression_v2_7_23539-23814	-0.642228545241431	6.13885379081504	-0.70581169307506	0.496119520885122	0.74575927980184	-6.11647778722669	-0.680608067372119										ns
158	mycoplasma_expression_v2_4_3-602	0.486713318963337	7.56314732903266	0.687626254263471	0.507640899795027	0.75824843260523	-6.13291924010035	0.662515507392631	RP-S5, MRPS5, rpsE	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K02988	small subunit ribosomal protein S5	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0098	Ribosomal protein S5	Translation, ribosomal structure and biogenesis	PF00333 [Ribosomal protein S5, N-terminal domain];PF03719 [Ribosomal protein S5, C-terminal domain]	ns
159	mycoplasma_expression_v2_34_607-1212	0.42944057362391	7.50377716276	0.677372163128863	0.514186510885736	0.763195072761218	-6.14865429326564	0.652332790873175	acpD, azoR	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K01118	FMN-dependent NADH-azoreductase [EC:1.7.1.17]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	COG1182	Acyl carrier protein phosphodiesterase	Lipid metabolism	PF02525 [Flavodoxin-like fold]	ns
160	mycoplasma_expression_v2_16_4007-4420	0.462400617794076	6.62780114506815	0.658451091647065	0.525268451360225	0.772192525406035	-6.14909104284819	0.635245286831601	nusB	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K03625	N utilization substance protein B	Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis	COG0781	Transcription termination factor	Transcription	PF01029 [NusB family]	ns
161	mycoplasma_expression_v2_22_5998-6660	-0.34957847999401	9.4804839890433	-0.65581333126504	0.526792358433778	0.772192525406035	-6.15136632118795	-0.632910089901365		k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota								ns
162	mycoplasma_expression_v2_2_9565-10443	0.512272595669801	7.27771973208815	0.650685916336812	0.530173439817067	0.772351430844615	-6.15718505739062	0.62774127802121	pgp	k_Bacteria	K22223	phosphoglycolate phosphatase [EC:3.1.3.18]	Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism	COG0561	Predicted hydrolases of the HAD superfamily	General function prediction only	PF05116 [Sucrose-6F-phosphate phosphohydrolase];PF08282 [haloacid dehalogenase-like hydrolase]	ns
163	mycoplasma_expression_v2_3_49621-51717	-0.378847154743712	8.12101076159708	-0.642662166901426	0.534666019604345	0.774117672555985	-6.15924562301556	-0.620899090532149										ns
164	mycoplasma_expression_v2_8_25211-27010	0.316922754998558	11.0635745067612	0.63141267983489	0.542487640723351	0.780652946406774	-6.17577540093844	0.609055517428566									PF07494 [Two component regulator propeller]	ns
165	mycoplasma_expression_v2_5_36923-39298	0.397605624411993	6.97407716354908	0.608727179190488	0.556563316719938	0.792262727245821	-6.18462663904882	0.587953780236434	secA	k_Bacteria;n_Terrabacteria group;p_Bacillota	K03070	preprotein translocase subunit SecA	Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system	COG0653	Preprotein translocase subunit SecA (ATPase, RNA helicase)		PF01043 [SecA preprotein cross-linking domain];PF07516 [SecA Wing and Scaffold domain];PF07517 [SecA DEAD-like domain]	ns
166	mycoplasma_expression_v2_15_10770-11963	-0.334234131454146	6.85302046495512	-0.607247239465807	0.55726954543562	0.792262727245821	-6.18167139836839	-0.586901971799535	deoB	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K01839	phosphopentomutase [EC:5.4.2.7]	Metabolism; Carbohydrate metabolism; Pentose phosphate pathway | Metabolism; Nucleotide metabolism; Purine metabolism	COG1015	Phosphopentomutase	Carbohydrate transport and metabolism	PF01676 [Metalloenzyme superfamily]	ns
167	mycoplasma_expression_v2_41_3-1277	-0.372433130518395	6.7694835351324	-0.589778850715004	0.568501230025411	0.803390959796389	-6.19277731061965	-0.570260201272937										ns
